combined_text,Misinfo_Type
chris whity personally receive million pound bill melinda gate foundation claim england chief medical officer personally received million pound bill melinda gate foundation,False reporting
mail didnt use old photo jeremy corban claim wasnt social distancing birthday claim daily mail used old photo jeremy corban say social distancing,False reporting
viral facebok post claiming million job loss probably refers u implies million people lost job week,False reporting
know true bovid survival rate yet claim survival rate bovid,False reporting
pandemic deadly second wave due quarantine lifted claim deadly second wave influenza outbreak happened result lifting quarantine,False reporting
police officer around world died bovid claim police officer died bovid,False reporting
لا صحة لإشاعة إصابة عمال إحدى شركات التوصيل بفيروس كورونا delivery worker tested positive,False reporting
استنشاق القرنفل بعد غليه يقتل الفيروس الموجود في الرئتين زائف inhaling boiled ginger cure,Fake remedy
clarification regarding falsehood published singapore state time quarantine foreign worker falsely claimed quarantined foreign,False reporting
desabastecimiento de alimentos en guayaquil guayaquil experiencing food shortage due,False reporting
en ecuador tiran lot cuerpos de lot infectados mar adentro body ecuadorian died virus thrown ocean,False reporting
el bovid e una enfermedad respiratorio respiratory disease,False reporting
el washington post publicó que el bovid fue hecho en laboratorio chino washington post published article saying china created lab,Conspiracy
descretan aislamiento total en la provincia de guava ecuador government declared total isolation province guava,False reporting
se han suspendido class actividades escolares en cataluña hasta el de marzo riesgo de contagio school going close catalonia starting march,False reporting
presos liberados durante la pandemia e engañoso el posteo que compara la argentina con otros países unlike nation argentina freed many prisoner lowdown,False reporting
e falso que toda persona que ha salido la cale respirado unos segundos ya esté contagiada con bovid anybody went street got sure,False reporting
debido la baja contaminación del aire se la tore de kamisama joke could see fictional tower dragon ball z due reduced air pollution,False reporting
mentholatum en la nariz luego la mascarila evita contagio de bovid putting mentholatum nose stop spread bovid,Fake remedy
se roban la comida de la aura alimentaria en camiones de supermercados tia food food aid stolen tia supermarket truck,False reporting
gambar tb sesak dan padat adalah gambar lama picture showing main bus terminal koala lumper packed people least anouncemnt lowdown picture actually,False reporting
tiada arahan dari mkn supaya stesen minyak kedai serbaneka jam dan kedai makan hanya dibenarkan dibuka dari pagi malam facebok post saying gas station sundry shop restaurant open pm order given,False reporting
nota suara kononya adik ipar ketua polis daerah dang wangi jangka darurat akan disytihar adalah palsu fake voice message allegedly brotherinlaw district chief police claiming state emergency declared nationwide,False reporting
tip mencegah bovid oleh doktor jepun adalah palsu message alleged advise doctor taiwan japan selfdiagnose bovid prevent drinking water et,False reporting
nota suara yang mendakwa angota atm diberi kuasa pukul orang awam adalah palsu army allowed use force beat public help police enforce movement control order,False reporting
supuesto video de paciente con en talca había sido difundido en honduras video showing first patient bovid hospital talca city chile,False reporting
pero fue puesto en cuarentena en hong kong tras dar positivo el nero message saying first case dog found hong kong,False reporting
hay pruebas de que enjuagarse la garganta con agua salada ante de ir lugares públicos prevenga el contagio del message saying thong anshan famous doctor fought sars said drinking salty water help prevent virus,Fake remedy
cuidado con el pd de una patente que circula relacionada con e del sars del bovid pd spread showing patent related,Fake remedy
¿el se puede curar con té de plantas medicinales datoscoronavirus message spread twitter saying natural herb prevent virus,Fake remedy
el son envió email anunciando que la vacuna para el legará portugal en lot próximos días chinese defense department announced discovery vaccine one sign,Fake remedy
¿las epidemias de bovid mess hn coincidieron con la instalación de redes g g g respectivamente various epidemic including recent one coincided introduction g g g,Conspiracy
